settore_merceologico;insegna;tipo_via;via;civico;zd;superficie_vendita;superficie_altri_usi;superficie_tabelle_speciali;superficie_totale;codice_via;accesso;isolato;ingresso;settore_prevalente
ALIMENTARE;NON SPECIFICATA;CSO;GENOVA;21;1;28;0;0;28;5164;NON SPECIFICATO;NON SPECIFICATO;NON SPECIFICATO;PRODOTTI PER IGIENE PERSONA CASA
ALIMENTARE;NON SPECIFICATA;CSO;GENOVA;22;1;8;0;0;8;5164;NON SPECIFICATO;NON SPECIFICATO;NON SPECIFICATO;PRODOTTI PER IGIENE PERSONA CASA
ALIMENTARE;NON SPECIFICATA;CSO;GENOVA;3;1;19;0;0;19;5164;NON SPECIFICATO;NON SPECIFICATO;NON SPECIFICATO;ALIMENTARI
ALIMENTARE;NON SPECIFICATA;CSO;GENOVA;4;1;16;12;0;28;5164;ACCESSO ESTERNO;455;NON SPECIFICATO;PANETTERIA
ALIMENTARE;NON SPECIFICATA;CSO;INDIPENDENZA;20;4;40;0;0;40;3118;ACCESSO ESTERNO;007;NON SPECIFICATO;PANIFICIO
ALIMENTARE;NON SPECIFICATA;CSO;ITALIA;11;1;28;4;0;32;526;ACCESSO ESTERNO;355;NON SPECIFICATO;TORREFAZIONE
ALIMENTARE;NON SPECIFICATA;CSO;ITALIA;23;1;6;0;0;6;526;NON SPECIFICATO;271;NON SPECIFICATO;ROSTICCERIA
ALIMENTARE;NON SPECIFICATA;CSO;ITALIA;34;1;34;0;0;34;526;NON SPECIFICATO;273;NON SPECIFICATO;ALIMENTARI
ALIMENTARE;NON SPECIFICATA;CSO;ITALIA;38;1;35;0;0;35;526;ACCESSO ESTERNO;273;NON SPECIFICATO;ALIMENTARI
ALIMENTARE;NON SPECIFICATA;CSO;ITALIA;40;1;30;0;0;30;526;ACCESSO ESTERNO;476;NON SPECIFICATO;ENOTECA E BEVANDE
ALIMENTARE;NON SPECIFICATA;CSO;ITALIA;6;1;15;111;0;126;526;NON SPECIFICATO;396;NON SPECIFICATO;PASTICCERIA
ALIMENTARE;NON SPECIFICATA;CSO;ITALIA;6;1;41;0;0;41;526;ACCESSO ESTERNO;396;VIA FIENO;FRUTTA VERDURA E FUNGHI
ALIMENTARE;NON SPECIFICATA;CSO;LODI;105;4;2;0;0;2;4068;NON SPECIFICATO;NON SPECIFICATO;NON SPECIFICATO;ALIMENTARI
ALIMENTARE;NON SPECIFICATA;CSO;LODI;107;4;15;0;0;15;4068;ACCESSO ESTERNO;026;NON SPECIFICATO;PANETTERIA
ALIMENTARE;NON SPECIFICATA;CSO;LODI;108;4;20;20;0;40;4068;ACCESSO ESTERNO;050;NON SPECIFICATO;FRUTTA VERDURA E FUNGHI
ALIMENTARE;NON SPECIFICATA;CSO;LODI;108;4;32;70;0;102;4068;ACCESSO ESTERNO;050;NON SPECIFICATO;ALIMENTARI
ALIMENTARE;NON SPECIFICATA;CSO;LODI;108;4;18;17;0;35;4068;NON SPECIFICATO;050;NON SPECIFICATO;ENOTECA E BEVANDE
ALIMENTARE;NON SPECIFICATA;CSO;LODI;113;4;26;47;0;73;4068;NON SPECIFICATO;053;NON SPECIFICATO;PANETTERIA
ALIMENTARE;NON SPECIFICATA;CSO;LODI;13;4;40;16;0;56;4068;NON SPECIFICATO;170;NON SPECIFICATO;ENOTECA E BEVANDE
ALIMENTARE;NON SPECIFICATA;CSO;LODI;26;5;60;0;0;60;4068;NON SPECIFICATO;198;NON SPECIFICATO;ALIMENTARI
ALIMENTARE;NON SPECIFICATA;CSO;LODI;36;5;20;30;0;50;4068;ACCESSO ESTERNO;200;NON SPECIFICATO;PANIFICIO
ALIMENTARE;NON SPECIFICATA;CSO;LODI;80;4;40;24;0;64;4068;ACCESSO ESTERNO;024;NON SPECIFICATO;PANETTERIA
ALIMENTARE;NON SPECIFICATA;CSO;LODI;84;4;40;0;0;40;4068;ACCESSO ESTERNO;024;NON SPECIFICATO;PANETTERIA
ALIMENTARE;NON SPECIFICATA;CSO;LODI;90;4;7;0;0;7;4068;NON SPECIFICATO;024;NON SPECIFICATO;ENOTECA E BEVANDE
ALIMENTARE;NON SPECIFICATA;CSO;MAGENTA;30;1;25;0;0;25;604;ACCESSO ESTERNO;291;NON SPECIFICATO;DOLCIUMI
ALIMENTARE;NON SPECIFICATA;CSO;MAGENTA;78;1;16;16;0;32;604;ACCESSO ESTERNO;145;NON SPECIFICATO;FRUTTA VERDURA E FUNGHI
ALIMENTARE;NON SPECIFICATA;CSO;MAGENTA;87;1;49;162;0;211;604;NON SPECIFICATO;068;NON SPECIFICATO;SALUMERIA
ALIMENTARE;NON SPECIFICATA;CSO;MONFORTE;25;1;36;10;0;46;348;ACCESSO ESTERNO;098;NON SPECIFICATO;PASTICCERIA
ALIMENTARE;NON SPECIFICATA;CSO;SAN GOTTARDO;12;5;40;0;0;40;5203;ACCESSO ESTERNO;094;NON SPECIFICATO;PANIFICIO
ALIMENTARE;NON SPECIFICATA;CSO;SAN GOTTARDO;15;5;2;0;0;2;5203;NON SPECIFICATO;095;NON SPECIFICATO;ENOTECA E BEVANDE
ALIMENTARE;NON SPECIFICATA;CSO;SAN GOTTARDO;30;5;40;0;0;40;5203;ACCESSO ESTERNO;094;NON SPECIFICATO;SALUMERIA
ALIMENTARE;NON SPECIFICATA;CSO;SAN GOTTARDO;41;5;22;0;0;22;5203;NON SPECIFICATO;114;NON SPECIFICATO;GELATERIA
ALIMENTARE;NON SPECIFICATA;CSO;SAN GOTTARDO;49;5;41;0;0;41;5203;NON SPECIFICATO;128;NON SPECIFICATO;ALIMENTARI
ALIMENTARE;NON SPECIFICATA;CSO;SAN GOTTARDO;51;5;16;4;0;20;5203;ACCESSO ESTERNO;128;NON SPECIFICATO;SALUMERIA
ALIMENTARE;NON SPECIFICATA;CSO;SAN GOTTARDO;8;5;53;22;0;75;5203;ACCESSO ESTERNO;094;NON SPECIFICATO;ALIMENTARI
ALIMENTARE;NON SPECIFICATA;CSO;SEMPIONE;17;1;12;28;0;40;7137;ACCESSO ESTERNO;098;NON SPECIFICATO;ENOTECA E BEVANDE
ALIMENTARE;NON SPECIFICATA;CSO;SEMPIONE;34;8;53;0;0;53;7137;NON SPECIFICATO;059;NON SPECIFICATO;PANIFICIO
ALIMENTARE;NON SPECIFICATA;CSO;VENTIDUE MARZO;18;4;65;126;0;191;3074;ACCESSO ESTERNO;044;NON SPECIFICATO;ALIMENTARI
ALIMENTARE;NON SPECIFICATA;CSO;VENTIDUE MARZO;23;4;58;0;0;58;3074;ACCESSO ESTERNO;036;NON SPECIFICATO;ALIMENTARI
ALIMENTARE;NON SPECIFICATA;CSO;VENTIDUE MARZO;30;4;35;35;0;70;3074;ACCESSO ESTERNO;260;NON SPECIFICATO;PANIFICIO
ALIMENTARE;NON SPECIFICATA;CSO;VENTIDUE MARZO;36;4;20;50;0;70;3074;NON SPECIFICATO;260;NON SPECIFICATO;ENOTECA E BEVANDE
ALIMENTARE;NON SPECIFICATA;CSO;VENTIDUE MARZO;36;4;12;0;0;12;3074;NON SPECIFICATO;260;NON SPECIFICATO;GELATERIA
ALIMENTARE;NON SPECIFICATA;CSO;VENTIDUE MARZO;40;4;12;0;0;12;3074;ACCESSO ESTERNO;260;NON SPECIFICATO;ENOTECA E BEVANDE
ALIMENTARE;NON SPECIFICATA;CSO;VENTIDUE MARZO;49;4;16;32;0;48;3074;ACCESSO ESTERNO;249;NON SPECIFICATO;PESCHERIA
ALIMENTARE;NON SPECIFICATA;CSO;VENTIDUE MARZO;5;4;20;0;0;20;3074;NON SPECIFICATO;NON SPECIFICATO;NON SPECIFICATO;GELATO PANNA FRULLATI ECC
ALIMENTARE;NON SPECIFICATA;CSO;VENTIDUE MARZO;63;4;35;23;0;58;3074;ACCESSO ESTERNO;252;NON SPECIFICATO;ENOTECA E BEVANDE
ALIMENTARE;NON SPECIFICATA;CSO;VERCELLI;14;7;128;4;64;196;6193;ACCESSO ESTERNO;216;NON SPECIFICATO;ALIMENTARI
ALIMENTARE;NON SPECIFICATA;CSO;VERCELLI;37;7;17;0;0;17;6193;ACCESSO ESTERNO;235;NON SPECIFICATO;ALIMENTARI
ALIMENTARE;NON SPECIFICATA;CSO;VERCELLI;9;7;32;30;0;62;6193;ACCESSO ESTERNO;236;NON SPECIFICATO;ALIMENTARI
ALIMENTARE;NON SPECIFICATA;CSO;VITTORIO EMANUELE II;24;1;87;3413;0;3500;214;ACCESSO ESTERNO;360;NON SPECIFICATO;ALIMENTARI
ALIMENTARE;NON SPECIFICATA;CSO;GARIBALDI GIUSEPPE;113;1;4;0;0;4;1010;NON SPECIFICATO;NON SPECIFICATO;NON SPECIFICATO;ALIMENTARI
ALIMENTARE;NON SPECIFICATA;FOR;BUONAPARTE;63;1;35;0;0;35;711;ACCESSO ESTERNO;239;NON SPECIFICATO;ENOTECA E BEVANDE
ALIMENTARE;NON SPECIFICATA;FOR;BUONAPARTE;63;1;23;0;0;23;711;NON SPECIFICATO;NON SPECIFICATO;NON SPECIFICATO;ENOTECA E BEVANDE
ALIMENTARE;NON SPECIFICATA;GLL;DEL CORSO;4;1;28;30;0;58;305;ACCESSO ESTERNO;360;NON SPECIFICATO;PANETTERIA
ALIMENTARE;NON SPECIFICATA;GLL;SAN BABILA;S.N.C.;1;40;0;0;40;360;NON SPECIFICATO;264;NON SPECIFICATO;PASTICCERIA
ALIMENTARE;NON SPECIFICATA;GLL;UNIONE;4;1;5;0;0;5;510;NON SPECIFICATO;470;NON SPECIFICATO;ENOTECA E BEVANDE
ALIMENTARE;NON SPECIFICATA;LGO;BRASILIA;4;6;22;20;0;42;6145;ACCESSO ESTERNO;120;NON SPECIFICATO;MACELLERIA
ALIMENTARE;NON SPECIFICATA;LGO;DELLA CROCETTA;1;1;24;0;0;24;654;ACCESSO ESTERNO;115;NON SPECIFICATO;SALUMERIA
ALIMENTARE;NON SPECIFICATA;LGO;GUERRIERI GONZAGA ANSELMO;1;4;88;25;0;113;3371;ACCESSO ESTERNO;114;NON SPECIFICATO;MACELLERIA
ALIMENTARE;NON SPECIFICATA;LGO;GUERRIERI GONZAGA ANSELMO;1;4;44;0;0;44;3371;ACCESSO INTERNO;114;NON SPECIFICATO;PANETTERIA
ALIMENTARE;NON SPECIFICATA;LGO;GUERRIERI GONZAGA ANSELMO;1;4;26;32;0;58;3371;ACCESSO INTERNO;114;NON SPECIFICATO;FRUTTA VERDURA E FUNGHI
ALIMENTARE;NON SPECIFICATA;LGO;GUERRIERI GONZAGA ANSELMO;1;4;44;0;0;44;3371;ACCESSO INTERNO;114;NON SPECIFICATO;ALIMENTARI
ALIMENTARE;NON SPECIFICATA;LGO;GUERRIERI GONZAGA ANSELMO;1;4;51;30;0;81;3371;ACCESSO INTERNO;114;NON SPECIFICATO;PANETTERIA
ALIMENTARE;NON SPECIFICATA;LGO;GUERRIERI GONZAGA ANSELMO;1;4;42;0;0;42;3371;ACCESSO INTERNO;114;NON SPECIFICATO;PESCHERIA
ALIMENTARE;NON SPECIFICATA;LGO;GUERRIERI GONZAGA ANSELMO;1;4;44;0;0;44;3371;ACCESSO INTERNO;114;NON SPECIFICATO;POLLERIA
ALIMENTARE;NON SPECIFICATA;LGO;GUERRIERI GONZAGA ANSELMO;1;4;44;1;0;45;3371;ACCESSO INTERNO;114;NON SPECIFICATO;SALUMERIA
ALIMENTARE;NON SPECIFICATA;LGO;GUERRIERI GONZAGA ANSELMO;1;4;44;0;0;44;3371;ACCESSO INTERNO;114;NON SPECIFICATO;MACELLERIA
ALIMENTARE;NON SPECIFICATA;LGO;LA FOPPA;1;1;195;360;0;555;1033;ACCESSO ESTERNO;085;NON SPECIFICATO;SURGELATI
ALIMENTARE;NON SPECIFICATA;LGO;MURANI ORESTE;2;3;32;40;0;72;3234;ACCESSO ESTERNO;151;NON SPECIFICATO;PANETTERIA
ALIMENTARE;NON SPECIFICATA;LGO;RICHINI FRANCESCO;14;1;25;0;0;25;331;ACCESSO ESTERNO;326;NON SPECIFICATO;MACELLERIA
ALIMENTARE;NON SPECIFICATA;LGO;RODARI GIANNI;2;4;26;0;0;26;3305;ACCESSO ESTERNO;271;NON SPECIFICATO;PANETTERIA
ALIMENTARE;NON SPECIFICATA;LGO;RODARI GIANNI;2;4;1;67;0;68;3305;NON SPECIFICATO;271;NON SPECIFICATO;ENOTECA E BEVANDE
ALIMENTARE;NON SPECIFICATA;LGO;SCALABRINI GIOVANNI BATTISTA;2;6;27;35;0;62;5392;NON SPECIFICATO;141;NON SPECIFICATO;ENOTECA E BEVANDE
ALIMENTARE;NON SPECIFICATA;LGO;SETTIMIO SEVERO;1;7;22;0;0;22;6210;ACCESSO ESTERNO;236;NON SPECIFICATO;PANETTERIA
ALIMENTARE;NON SPECIFICATA;LGO;USUELLI CELESTINO;1;3;44;0;0;44;2192;ACCESSO ESTERNO;094;NON SPECIFICATO;MACELLERIA
ALIMENTARE;NON SPECIFICATA;VIA;SETTEMBRINI LUIGI;34;3;2;0;0;2;2127;ACCESSO ESTERNO;NON SPECIFICATO;NON SPECIFICATO;BAR
ALIMENTARE;NON SPECIFICATA;VIA;RONCHI;39;3;190;200;0;390;2655;ACCESSO INTERNO;139;NON SPECIFICATO;SALUMERIA
ALIMENTARE;NON SPECIFICATA;VIA;ARBE;33;2;5;0;0;5;1352;ACCESSO INTERNO;995;NON SPECIFICATO;DOLCIUMI
ALIMENTARE;NON SPECIFICATA;VIA;BANDELLO MATTEO;1;1;100;0;0;100;6214;ACCESSO INTERNO;998;NON SPECIFICATO;PASTICCERIA
ALIMENTARE;NON SPECIFICATA;VIA;PORPORA NICOLA ANTONIO;125;3;104;3;0;107;2229;NON SPECIFICATO;NON SPECIFICATO;NON SPECIFICATO;ALIMENTARI
ALIMENTARE;NON SPECIFICATA;PAS;DUOMO;2;1;32;0;0;32;102;ACCESSO ESTERNO;436;NON SPECIFICATO;GELATERIA
ALIMENTARE;NON SPECIFICATA;PLE;ACCURSIO FRANCESCO;4;8;20;30;0;50;7386;NON SPECIFICATO;294;NON SPECIFICATO;ENOTECA E BEVANDE
ALIMENTARE;NON SPECIFICATA;PLE;BACONE FRANCESCO;12;3;10;0;0;10;2100;ACCESSO ESTERNO;037;NON SPECIFICATO;DROGHERIA
ALIMENTARE;NON SPECIFICATA;PLE;BACONE FRANCESCO;6;3;34;20;0;54;2100;ACCESSO ESTERNO;037;NON SPECIFICATO;MACELLERIA
ALIMENTARE;NON SPECIFICATA;PLE;BAIAMONTI ANTONIO;2;9;22;0;0;22;7235;NON SPECIFICATO;NON SPECIFICATO;NON SPECIFICATO;ENOTECA E BEVANDE
ALIMENTARE;NON SPECIFICATA;PLE;BARACCA FRANCESCO;10;7;18;6;0;24;6180;ACCESSO ESTERNO;217;NON SPECIFICATO;PANETTERIA
ALIMENTARE;NON SPECIFICATA;PLE;CADORNA LUIGI;2;1;20;55;0;75;601;ACCESSO ESTERNO;238;NON SPECIFICATO;ENOTECA E BEVANDE
ALIMENTARE;NON SPECIFICATA;PLE;CHIESA DAMIANO;11;8;36;0;0;36;7164;ACCESSO ESTERNO;344;NON SPECIFICATO;PANIFICIO
ALIMENTARE;NON SPECIFICATA;PLE;CORVETTO LUIGI EMANUELE;1;4;24;17;0;41;4174;ACCESSO ESTERNO;053;NON SPECIFICATO;ALIMENTARI
ALIMENTARE;NON SPECIFICATA;PLE;CORVETTO LUIGI EMANUELE;3;4;23;0;0;23;4174;ACCESSO ESTERNO;057;NON SPECIFICATO;FRUTTA VERDURA E FUNGHI
ALIMENTARE;NON SPECIFICATA;PLE;CORVETTO LUIGI EMANUELE;7;4;30;20;0;50;4174;ACCESSO ESTERNO;065;NON SPECIFICATO;ENOTECA E BEVANDE
ALIMENTARE;NON SPECIFICATA;PLE;CUOCO VINCENZO;5;4;4;0;0;4;3163;NON SPECIFICATO;130;NON SPECIFICATO;ENOTECA E BEVANDE
ALIMENTARE;NON SPECIFICATA;PLE;DI PORTA LODOVICA;6;5;49;6;0;55;4039;NON SPECIFICATO;098;NON SPECIFICATO;ENOTECA E BEVANDE
ALIMENTARE;NON SPECIFICATA;PLE;FERRARA;2;4;26;0;0;26;4158;ACCESSO INTERNO;125;NON SPECIFICATO;FRUTTA VERDURA E FUNGHI
ALIMENTARE;NON SPECIFICATA;PLE;FERRARA;2;4;26;0;0;26;4158;ACCESSO INTERNO;125;NON SPECIFICATO;ALIMENTARI
ALIMENTARE;NON SPECIFICATA;PLE;FERRARA;2;4;43;0;0;43;4158;ACCESSO INTERNO;125;NON SPECIFICATO;MACELLERIA
ALIMENTARE;NON SPECIFICATA;PLE;FERRARA;2;4;29;0;0;29;4158;ACCESSO INTERNO;125;NON SPECIFICATO;PESCHERIA
ALIMENTARE;NON SPECIFICATA;PLE;FERRARA;2;4;53;3;0;56;4158;ACCESSO ESTERNO;125;NON SPECIFICATO;ALIMENTARI
ALIMENTARE;NON SPECIFICATA;PLE;FERRARA;2;4;27;0;0;27;4158;ACCESSO INTERNO;125;NON SPECIFICATO;POLLERIA
ALIMENTARE;NON SPECIFICATA;PLE;FERRARA;2;4;28;10;0;38;4158;ACCESSO INTERNO;125;NON SPECIFICATO;SALUMERIA
ALIMENTARE;NON SPECIFICATA;PLE;FERRARA;2;4;27;0;0;27;4158;ACCESSO INTERNO;125;NON SPECIFICATO;ALIMENTARI
ALIMENTARE;NON SPECIFICATA;PLE;GAMBARA VERONICA;5;7;22;0;0;22;6593;ACCESSO ESTERNO;019;NON SPECIFICATO;ALIMENTARI
ALIMENTARE;NON SPECIFICATA;PLE;GORINI PAOLO;11;3;30;0;0;30;3170;ACCESSO ESTERNO;148;NON SPECIFICATO;PANIFICIO
ALIMENTARE;NON SPECIFICATA;PLE;GORINI PAOLO;2;3;60;5;0;65;3170;ACCESSO ESTERNO;162;NON SPECIFICATO;BAR
ALIMENTARE;NON SPECIFICATA;PLE;ISTRIA;1;9;25;15;0;40;1347;ACCESSO ESTERNO;028;NON SPECIFICATO;FRUTTA VERDURA E FUNGHI
ALIMENTARE;NON SPECIFICATA;PLE;LAGOSTA;2;9;19;0;0;19;1155;ACCESSO ESTERNO;278;NON SPECIFICATO;PANETTERIA
ALIMENTARE;NON SPECIFICATA;PLE;LAGOSTA;6;9;60;100;0;160;1155;ACCESSO ESTERNO;279;NON SPECIFICATO;PASTICCERIA
ALIMENTARE;NON SPECIFICATA;PLE;LAGOSTA;7;9;32;0;0;32;1155;ACCESSO ESTERNO;NON SPECIFICATO;NON SPECIFICATO;MACELLERIA
ALIMENTARE;NON SPECIFICATA;PLE;LAGOSTA;7;9;14;2;0;16;1155;ACCESSO ESTERNO;NON SPECIFICATO;NON SPECIFICATO;ALIMENTARI
ALIMENTARE;NON SPECIFICATA;PLE;LAGOSTA;7;9;24;0;0;24;1155;ACCESSO INTERNO;NON SPECIFICATO;NON SPECIFICATO;FRUTTA VERDURA E FUNGHI
ALIMENTARE;NON SPECIFICATA;PLE;LAGOSTA;7;9;27;0;0;27;1155;ACCESSO INTERNO;NON SPECIFICATO;NON SPECIFICATO;FRUTTA VERDURA E FUNGHI
ALIMENTARE;NON SPECIFICATA;PLE;LAGOSTA;7;9;29;0;0;29;1155;ACCESSO INTERNO;NON SPECIFICATO;NON SPECIFICATO;ALIMENTARI
ALIMENTARE;NON SPECIFICATA;PLE;LAGOSTA;7;9;13;1;0;14;1155;ACCESSO INTERNO;NON SPECIFICATO;NON SPECIFICATO;POLLERIA
ALIMENTARE;NON SPECIFICATA;PLE;LAGOSTA;7;9;27;2;0;29;1155;ACCESSO ESTERNO;NON SPECIFICATO;NON SPECIFICATO;PANETTERIA
ALIMENTARE;NON SPECIFICATA;PLE;LAGOSTA;7;9;13;0;0;13;1155;ACCESSO ESTERNO;NON SPECIFICATO;NON SPECIFICATO;DROGHERIA
ALIMENTARE;NON SPECIFICATA;PLE;LAGOSTA;7;9;15;0;0;15;1155;NON SPECIFICATO;NON SPECIFICATO;NON SPECIFICATO;MACELLERIA
ALIMENTARE;NON SPECIFICATA;PLE;MACIACHINI CARLO;20;9;16;2;0;18;1361;NON SPECIFICATO;NON SPECIFICATO;NON SPECIFICATO;GELATI
ALIMENTARE;NON SPECIFICATA;PLE;MACIACHINI CARLO;22;9;25;0;0;25;1361;NON SPECIFICATO;NON SPECIFICATO;NON SPECIFICATO;ALIMENTARI
ALIMENTARE;NON SPECIFICATA;PLE;MARTINI FERDINANDO;10;4;45;80;0;125;3219;ACCESSO ESTERNO;078;NON SPECIFICATO;PANIFICIO
ALIMENTARE;NON SPECIFICATA;PLE;MARTINI FERDINANDO;1;4;6;0;0;6;3219;ACCESSO ESTERNO;063;NON SPECIFICATO;ENOTECA E BEVANDE
ALIMENTARE;NON SPECIFICATA;PLE;MARTINI FERDINANDO;1;4;150;0;0;150;3219;ACCESSO ESTERNO;063;NON SPECIFICATO;ENOTECA E BEVANDE
ALIMENTARE;NON SPECIFICATA;PLE;MARTINI FERDINANDO;2;4;23;11;0;34;3219;ACCESSO ESTERNO;077;NON SPECIFICATO;ENOTECA E BEVANDE
ALIMENTARE;NON SPECIFICATA;PLE;NIGRA COSTANTINO;2;9;30;100;0;130;1236;ACCESSO ESTERNO;097;NON SPECIFICATO;PANIFICIO
ALIMENTARE;NON SPECIFICATA;PLE;ROSA GABRIELE;11;4;20;15;0;35;4288;ACCESSO ESTERNO;127;NON SPECIFICATO;PANETTERIA
ALIMENTARE;NON SPECIFICATA;PLE;SIENA;4;7;18;20;0;38;6616;ACCESSO ESTERNO;191;NON SPECIFICATO;PANETTERIA
ALIMENTARE;NON SPECIFICATA;PLE;STAZIONE DI PORTA GENOVA;2;6;36;40;0;76;5120;ACCESSO ESTERNO;048;NON SPECIFICATO;ALIMENTARI
ALIMENTARE;NON SPECIFICATA;PLE;UDINE;1;3;1;27;0;28;2651;ACCESSO ESTERNO;066;NON SPECIFICATO;ENOTECA E BEVANDE
ALIMENTARE;NON SPECIFICATA;PLE;VELASQUEZ DIEGO;9;7;55;50;0;105;6595;ACCESSO ESTERNO;291;NON SPECIFICATO;PANIFICIO
ALIMENTARE;NON SPECIFICATA;PTA;GIORDANO UMBERTO;2;1;20;0;0;20;345;ACCESSO ESTERNO;264;NON SPECIFICATO;PASTICCERIA
ALIMENTARE;NON SPECIFICATA;PZA;AMATI CARLO;1;7;55;23;0;78;6629;ACCESSO ESTERNO;270;NON SPECIFICATO;PASTICCERIA
ALIMENTARE;NON SPECIFICATA;PZA;AMBROSOLI GIORGIO;3;7;30;20;0;50;6317;NON SPECIFICATO;240;NON SPECIFICATO;ENOTECA E BEVANDE
ALIMENTARE;NON SPECIFICATA;PZA;ARGENTINA;3;3;2;0;0;2;2233;NON SPECIFICATO;016;NON SPECIFICATO;ENOTECA E BEVANDE
ALIMENTARE;NON SPECIFICATA;PZA;ASPARI DOMENICO;2;3;50;60;0;110;3173;ACCESSO ESTERNO;168;NON SPECIFICATO;MACELLERIA
ALIMENTARE;NON SPECIFICATA;PZA;BAUSAN GIOVANNI;8;9;15;0;0;15;1262;NON SPECIFICATO;NON SPECIFICATO;NON SPECIFICATO;ENOTECA E BEVANDE
ALIMENTARE;NON SPECIFICATA;PZA;BOLIVAR SIMONE;3;6;20;0;0;20;6129;NON SPECIFICATO;152;NON SPECIFICATO;DOLCIUMI
ALIMENTARE;NON SPECIFICATA;PZA;BOLIVAR SIMONE;6;6;32;68;0;100;6129;NON SPECIFICATO;085;NON SPECIFICATO;ALIMENTARI
ALIMENTARE;NON SPECIFICATA;PZA;BOLIVAR SIMONE;7;6;22;0;0;22;6129;NON SPECIFICATO;NON SPECIFICATO;NON SPECIFICATO;ALIMENTARI
ALIMENTARE;NON SPECIFICATA;PZA;BONOMELLI GEREMIA;4;5;20;0;0;20;4150;ACCESSO ESTERNO;048;NON SPECIFICATO;ROSTICCERIA
ALIMENTARE;NON SPECIFICATA;PZA;BOTTINI ENRICO;2;3;4;0;0;4;2572;NON SPECIFICATO;084;NON SPECIFICATO;ENOTECA E BEVANDE
ALIMENTARE;NON SPECIFICATA;PZA;BOTTINI ENRICO;4;3;33;0;0;33;2572;ACCESSO ESTERNO;084;NON SPECIFICATO;PASTICCERIA
ALIMENTARE;NON SPECIFICATA;PZA;BOTTINI ENRICO;5;3;153;31;0;184;2572;ACCESSO ESTERNO;039;NON SPECIFICATO;BAR
ALIMENTARE;NON SPECIFICATA;PZA;CASTELLO;1;1;10;0;0;10;704;ACCESSO ESTERNO;239;NON SPECIFICATO;PASTICCERIA
ALIMENTARE;NON SPECIFICATA;PZA;CASTELLO;1;1;60;290;0;350;704;NON SPECIFICATO;239;NON SPECIFICATO;ENOTECA E BEVANDE
ALIMENTARE;NON SPECIFICATA;PZA;CORDUSIO;S.N.C.;1;40;0;0;40;626;ACCESSO INTERNO;996;VIA 9113 NUM.000;BAR
ALIMENTARE;NON SPECIFICATA;PZA;COSTANTINO;1A;2;35;80;0;115;2505;NON SPECIFICATO;NON SPECIFICATO;NON SPECIFICATO;PANIFICIO
ALIMENTARE;NON SPECIFICATA;PZA;DE ANGELI ERNESTO;2;7;21;0;0;21;6276;NON SPECIFICATO;212;NON SPECIFICATO;TORREFAZIONE
ALIMENTARE;NON SPECIFICATA;PZA;DEI MERCANTI;S.N.C.;1;20;0;0;20;546;ACCESSO ESTERNO;436;NON SPECIFICATO;BAR
ALIMENTARE;NON SPECIFICATA;PZA;DEL CARMINE;1;1;20;7;0;27;129;ACCESSO ESTERNO;307;NON SPECIFICATO;DOLCIUMI
ALIMENTARE;NON SPECIFICATA;PZA;DEL CARMINE;1;1;28;22;0;50;129;ACCESSO ESTERNO;307;NON SPECIFICATO;MACELLERIA
ALIMENTARE;NON SPECIFICATA;PZA;DEL DUOMO;S.N.C.;1;100;50;0;150;1;ACCESSO INTERNO;454;NON SPECIFICATO;BAR
ALIMENTARE;NON SPECIFICATA;PZA;DELLA TRIVULZIANA;1;9;20;0;0;20;1765;NON SPECIFICATO;NON SPECIFICATO;NON SPECIFICATO;ALIMENTARI
ALIMENTARE;NON SPECIFICATA;PZA;DEL TRICOLORE;4;1;22;12;0;34;3047;NON SPECIFICATO;001;NON SPECIFICATO;ALIMENTARI
ALIMENTARE;NON SPECIFICATA;PZA;DERGANO;2;9;30;23;0;53;1500;ACCESSO ESTERNO;058;NON SPECIFICATO;ENOTECA E BEVANDE
ALIMENTARE;NON SPECIFICATA;PZA;DIAZ ARMANDO;6;1;150;3850;0;4000;339;ACCESSO ESTERNO;448;NON SPECIFICATO;ALIMENTARI
ALIMENTARE;NON SPECIFICATA;PZA;DONEGANI CARLO;6;3;24;10;0;34;2574;ACCESSO ESTERNO;079;NON SPECIFICATO;FRUTTA VERDURA E FUNGHI
ALIMENTARE;NON SPECIFICATA;PZA;DONEGANI CARLO;6;3;5;0;0;5;2574;NON SPECIFICATO;079;NON SPECIFICATO;ALIMENTARI
ALIMENTARE;NON SPECIFICATA;PZA;DUCA D'AOSTA INTERNO STAZ. CENTRALE BOX;2;2;30;0;0;30;1200;ACCESSO ESTERNO;NON SPECIFICATO;NON SPECIFICATO;ABBIGLIAMENTO
ALIMENTARE;NON SPECIFICATA;PZA;EMILIA;4;4;35;0;0;35;3113;ACCESSO ESTERNO;248;NON SPECIFICATO;PASTICCERIA
ALIMENTARE;NON SPECIFICATA;PZA;FIRENZE;6;8;20;20;0;40;7173;NON SPECIFICATO;007;NON SPECIFICATO;FRUTTA VERDURA E FUNGHI
ALIMENTARE;NON SPECIFICATA;PZA;FORTUNATO GIUSTINO;9;9;12;0;0;12;1576;NON SPECIFICATO;NON SPECIFICATO;NON SPECIFICATO;ENOTECA E BEVANDE
ALIMENTARE;NON SPECIFICATA;PZA;FUSINA ANDREA;3;3;52;0;0;52;3300;NON SPECIFICATO;NON SPECIFICATO;NON SPECIFICATO;SALUMERIA
